# Energies per box
# Cycle, LJ_Inter, LJ_tail, LJ_Inter_Total, EL_Real, EL_Excl, EL_Self, EL_Four,                                                EL_Inter, LJ_Intra, EL_Intra, E_Bending, E_Torsion, E_Total
      7900  -0.4557196923E+006  -0.6617835655E+004  -0.4623375279E+006  -0.1126591124E+006   0.6338252941E+007  -0.6358069506E+007   0.8498189104E+004  -0.1239774890E+006   0.0000000000E+000   0.0000000000E+000   0.1025508776E+006   0.0000000000E+000  -0.4837641393E+006
      8000  -0.4622377555E+006  -0.6760106552E+004  -0.4689978620E+006  -0.1133639733E+006   0.6338247661E+007  -0.6358069506E+007   0.8905499370E+004  -0.1242803188E+006   0.0000000000E+000   0.0000000000E+000   0.1055326904E+006   0.0000000000E+000  -0.4877454904E+006
      8100  -0.4562622747E+006  -0.6614371904E+004  -0.4628766466E+006  -0.9936283830E+005   0.6338238774E+007  -0.6358069506E+007   0.8678419024E+004  -0.1105151511E+006   0.0000000000E+000   0.0000000000E+000   0.1105513658E+006   0.0000000000E+000  -0.4628404319E+006
      8200  -0.4579832956E+006  -0.6805393454E+004  -0.4647886891E+006  -0.1100086000E+006   0.6338236671E+007  -0.6358069506E+007   0.8220767490E+004  -0.1216206675E+006   0.0000000000E+000   0.0000000000E+000   0.1117407194E+006   0.0000000000E+000  -0.4746686371E+006
      8300  -0.4345421391E+006  -0.6483352684E+004  -0.4410254918E+006  -0.1026010268E+006   0.6338243062E+007  -0.6358069506E+007   0.9105865536E+004  -0.1133216056E+006   0.0000000000E+000   0.0000000000E+000   0.1081347792E+006   0.0000000000E+000  -0.4462123182E+006
      8400  -0.4421142869E+006  -0.6413915685E+004  -0.4485282026E+006  -0.9922218842E+005   0.6338233171E+007  -0.6358069506E+007   0.9484129523E+004  -0.1095743939E+006   0.0000000000E+000   0.0000000000E+000   0.1137247213E+006   0.0000000000E+000  -0.4443778751E+006
      8500  -0.4361751998E+006  -0.6518924923E+004  -0.4426941247E+006  -0.1050068510E+006   0.6338259356E+007  -0.6358069506E+007   0.9535199644E+004  -0.1152818019E+006   0.0000000000E+000   0.0000000000E+000   0.9893133514E+005   0.0000000000E+000  -0.4590445915E+006
      8600  -0.4360268222E+006  -0.6395703926E+004  -0.4424225261E+006  -0.1074007512E+006   0.6338255136E+007  -0.6358069506E+007   0.9972374188E+004  -0.1172427476E+006   0.0000000000E+000   0.0000000000E+000   0.1013116268E+006   0.0000000000E+000  -0.4583536469E+006
      8700  -0.4403076045E+006  -0.6534295236E+004  -0.4468418997E+006  -0.1050005415E+006   0.6338248878E+007  -0.6358069506E+007   0.8683226664E+004  -0.1161379433E+006   0.0000000000E+000   0.0000000000E+000   0.1048507786E+006   0.0000000000E+000  -0.4581290644E+006
      8800  -0.4355184911E+006  -0.6415936257E+004  -0.4419344274E+006  -0.9923974195E+005   0.6338240500E+007  -0.6358069506E+007   0.9198981064E+004  -0.1098697673E+006   0.0000000000E+000   0.0000000000E+000   0.1095815984E+006   0.0000000000E+000  -0.4422225963E+006
      8900  -0.4587056924E+006  -0.6663288234E+004  -0.4653689807E+006  -0.1048293188E+006   0.6338255116E+007  -0.6358069506E+007   0.9259779479E+004  -0.1153839295E+006   0.0000000000E+000   0.0000000000E+000   0.1013272399E+006   0.0000000000E+000  -0.4794256703E+006
      9000  -0.4350051714E+006  -0.6443363392E+004  -0.4414485347E+006  -0.9903569092E+005   0.6338256468E+007  -0.6358069506E+007   0.9151491273E+004  -0.1096972374E+006   0.0000000000E+000   0.0000000000E+000   0.1005575178E+006   0.0000000000E+000  -0.4505882544E+006
      9100  -0.4388649359E+006  -0.6472243676E+004  -0.4453371796E+006  -0.1039888106E+006   0.6338249158E+007  -0.6358069506E+007   0.9100778887E+004  -0.1147083801E+006   0.0000000000E+000   0.0000000000E+000   0.1046859272E+006   0.0000000000E+000  -0.4553596325E+006
      9200  -0.4357845965E+006  -0.6489864915E+004  -0.4422744614E+006  -0.1084103216E+006   0.6338256673E+007  -0.6358069506E+007   0.9080773563E+004  -0.1191423814E+006   0.0000000000E+000   0.0000000000E+000   0.1004390855E+006   0.0000000000E+000  -0.4609777573E+006
      9300  -0.4410299901E+006  -0.6482388551E+004  -0.4475123787E+006  -0.1053961082E+006   0.6338249287E+007  -0.6358069506E+007   0.9344327201E+004  -0.1158720006E+006   0.0000000000E+000   0.0000000000E+000   0.1046122991E+006   0.0000000000E+000  -0.4587720802E+006
      9400  -0.4385748643E+006  -0.6396942817E+004  -0.4449718071E+006  -0.9631603413E+005   0.6338229859E+007  -0.6358069506E+007   0.1089946740E+005  -0.1052562139E+006   0.0000000000E+000   0.0000000000E+000   0.1155819542E+006   0.0000000000E+000  -0.4346460668E+006
